Todesursache;Total_TU;Alter;Todesfälle;Total_AK;Jahr;Geschlecht;Grösse;Kategorie
Tuberkulose;18.0;65-84J;9.0;13390.0;1997;Frau;0.0006721433905899926;Infektiöse Krankheiten
AIDS;79.0;65-84J;0.0;13390.0;1997;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;6852.0;65-84J;3633.0;13390.0;1997;Frau;0.27132188200149365;Bösartige Tumoren
Magen;269.0;65-84J;150.0;13390.0;1997;Frau;0.011202389843166542;Bösartige Tumoren
Dickdarm;582.0;65-84J;291.0;13390.0;1997;Frau;0.021732636295743093;Bösartige Tumoren
Lunge;592.0;65-84J;324.0;13390.0;1997;Frau;0.02419716206123973;Bösartige Tumoren
Brust;1436.0;65-84J;662.0;13390.0;1997;Frau;0.04943988050784167;Bösartige Tumoren
Gebärmutterhals;93.0;65-84J;44.0;13390.0;1997;Frau;0.003286034353995519;Bösartige Tumoren
Diabetes mellitus;1027.0;65-84J;507.0;13390.0;1997;Frau;0.037864077669902914;Diabetes mellitus
Demenz;1545.0;65-84J;511.0;13390.0;1997;Frau;0.038162808065720685;Demenz
Kreislaufsystem;14272.0;65-84J;5581.0;13390.0;1997;Frau;0.4168035847647498;Kreislaufsystem
Herzkrankheiten  insgesamt;10206.0;65-84J;3956.0;13390.0;1997;Frau;0.29544436146377895;Kreislaufsystem
Ischämische Herzkrankheiten;5415.0;65-84J;2322.0;13390.0;1997;Frau;0.17341299477221808;Kreislaufsystem
Lungenembolie;264.0;65-84J;139.0;13390.0;1997;Frau;0.010380881254667662;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3020.0;65-84J;1295.0;13390.0;1997;Frau;0.09671396564600448;Kreislaufsystem
Atmungsorgane insgesamt;2085.0;65-84J;822.0;13390.0;1997;Frau;0.06138909634055265;Atmungsorgane insgesamt
Grippe;215.0;65-84J;51.0;13390.0;1997;Frau;0.0038088125466766245;Atmungsorgane insgesamt
Pneumonie;925.0;65-84J;271.0;13390.0;1997;Frau;0.020238984316654218;Atmungsorgane insgesamt
Chronische Bronchitis;553.0;65-84J;328.0;13390.0;1997;Frau;0.024495892457057505;Atmungsorgane insgesamt
Asthma;122.0;65-84J;56.0;13390.0;1997;Frau;0.004182225541448843;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;146.0;65-84J;49.0;13390.0;1997;Frau;0.003659447348767737;Alkoholische Leberzirrhose
Harnorgane;341.0;65-84J;167.0;13390.0;1997;Frau;0.012471994025392084;Harnorgane
Kongenitale Missbildungen;136.0;65-84J;16.0;13390.0;1997;Frau;0.001194921583271098;Kongenitale Missbildungen
Perinatale Todesursachen;85.0;65-84J;0.0;13390.0;1997;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1294.0;65-84J;396.0;13390.0;1997;Frau;0.02957430918595967;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;849.0;65-84J;275.0;13390.0;1997;Frau;0.020537714712471993;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;140.0;65-84J;38.0;13390.0;1997;Frau;0.0028379387602688573;Unfälle und Gewalteinwirkungen
Suizid;378.0;65-84J;106.0;13390.0;1997;Frau;0.007916355489171023;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;370.0;85+;108.0;14747.0;1997;Frau;0.007323523428493931;Infektiöse Krankheiten
Tuberkulose;18.0;85+;7.0;14747.0;1997;Frau;0.00047467281480979183;Infektiöse Krankheiten
AIDS;79.0;85+;0.0;14747.0;1997;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;6852.0;85+;1421.0;14747.0;1997;Frau;0.09635858140638774;Bösartige Tumoren
Magen;269.0;85+;67.0;14747.0;1997;Frau;0.004543296941750864;Bösartige Tumoren
Dickdarm;582.0;85+;188.0;14747.0;1997;Frau;0.012748355597748695;Bösartige Tumoren
Lunge;592.0;85+;53.0;14747.0;1997;Frau;0.003593951312131281;Bösartige Tumoren
Brust;1436.0;85+;242.0;14747.0;1997;Frau;0.01641011731199566;Bösartige Tumoren
Gebärmutterhals;93.0;85+;12.0;14747.0;1997;Frau;0.0008137248253882145;Bösartige Tumoren
Diabetes mellitus;1027.0;85+;469.0;14747.0;1997;Frau;0.031803078592256055;Diabetes mellitus
Demenz;1545.0;85+;1028.0;14747.0;1997;Frau;0.06970909337492372;Demenz
Kreislaufsystem;14272.0;85+;8105.0;14747.0;1997;Frau;0.5496033091476232;Kreislaufsystem
Herzkrankheiten  insgesamt;10206.0;85+;5824.0;14747.0;1997;Frau;0.3949277819217468;Kreislaufsystem
Ischämische Herzkrankheiten;5415.0;85+;2890.0;14747.0;1997;Frau;0.19597206211432833;Kreislaufsystem
Lungenembolie;264.0;85+;96.0;14747.0;1997;Frau;0.006509798603105716;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3020.0;85+;1603.0;14747.0;1997;Frau;0.10870007459144233;Kreislaufsystem
Atmungsorgane insgesamt;2085.0;85+;1151.0;14747.0;1997;Frau;0.07804977283515291;Atmungsorgane insgesamt
Grippe;215.0;85+;160.0;14747.0;1997;Frau;0.010849664338509528;Atmungsorgane insgesamt
Pneumonie;925.0;85+;624.0;14747.0;1997;Frau;0.04231369092018716;Atmungsorgane insgesamt
Chronische Bronchitis;553.0;85+;187.0;14747.0;1997;Frau;0.01268054519563301;Atmungsorgane insgesamt
Asthma;122.0;85+;47.0;14747.0;1997;Frau;0.003187088899437174;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;146.0;85+;4.0;14747.0;1997;Frau;0.0002712416084627382;Alkoholische Leberzirrhose
Harnorgane;341.0;85+;150.0;14747.0;1997;Frau;0.010171560317352682;Harnorgane
Kongenitale Missbildungen;136.0;85+;4.0;14747.0;1997;Frau;0.0002712416084627382;Kongenitale Missbildungen
Perinatale Todesursachen;85.0;85+;0.0;14747.0;1997;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1294.0;85+;420.0;14747.0;1997;Frau;0.028480368888587508;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;849.0;85+;386.0;14747.0;1997;Frau;0.026174815216654233;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;140.0;85+;10.0;14747.0;1997;Frau;0.0006781040211568455;Unfälle und Gewalteinwirkungen
Suizid;378.0;85+;32.0;14747.0;1997;Frau;0.0021699328677019054;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;303.0;0-1J;1.0;153.0;1998;Frau;0.006535947712418301;Infektiöse Krankheiten
Tuberkulose;12.0;0-1J;0.0;153.0;1998;Frau;0.0;Infektiöse Krankheiten
AIDS;46.0;0-1J;0.0;153.0;1998;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;6653.0;0-1J;1.0;153.0;1998;Frau;0.006535947712418301;Bösartige Tumoren
Magen;266.0;0-1J;0.0;153.0;1998;Frau;0.0;Bösartige Tumoren
Dickdarm;538.0;0-1J;0.0;153.0;1998;Frau;0.0;Bösartige Tumoren
Lunge;661.0;0-1J;0.0;153.0;1998;Frau;0.0;Bösartige Tumoren
Brust;1344.0;0-1J;0.0;153.0;1998;Frau;0.0;Bösartige Tumoren
Gebärmutterhals;101.0;0-1J;0.0;153.0;1998;Frau;0.0;Bösartige Tumoren
Diabetes mellitus;983.0;0-1J;0.0;153.0;1998;Frau;0.0;Diabetes mellitus
Demenz;1676.0;0-1J;0.0;153.0;1998;Frau;0.0;Demenz
Kreislaufsystem;13836.0;0-1J;2.0;153.0;1998;Frau;0.013071895424836602;Kreislaufsystem
Herzkrankheiten  insgesamt;10052.0;0-1J;2.0;153.0;1998;Frau;0.013071895424836602;Kreislaufsystem
Ischämische Herzkrankheiten;5482.0;0-1J;0.0;153.0;1998;Frau;0.0;Kreislaufsystem
Lungenembolie;182.0;0-1J;0.0;153.0;1998;Frau;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2888.0;0-1J;0.0;153.0;1998;Frau;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2164.0;0-1J;1.0;153.0;1998;Frau;0.006535947712418301;Atmungsorgane insgesamt
Grippe;260.0;0-1J;0.0;153.0;1998;Frau;0.0;Atmungsorgane insgesamt
Pneumonie;950.0;0-1J;1.0;153.0;1998;Frau;0.006535947712418301;Atmungsorgane insgesamt
Chronische Bronchitis;575.0;0-1J;0.0;153.0;1998;Frau;0.0;Atmungsorgane insgesamt
Asthma;100.0;0-1J;0.0;153.0;1998;Frau;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;138.0;0-1J;0.0;153.0;1998;Frau;0.0;Alkoholische Leberzirrhose
Harnorgane;317.0;0-1J;0.0;153.0;1998;Frau;0.0;Harnorgane
Kongenitale Missbildungen;124.0;0-1J;52.0;153.0;1998;Frau;0.33986928104575165;Kongenitale Missbildungen
Perinatale Todesursachen;65.0;0-1J;64.0;153.0;1998;Frau;0.41830065359477125;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1259.0;0-1J;4.0;153.0;1998;Frau;0.026143790849673203;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;843.0;0-1J;2.0;153.0;1998;Frau;0.013071895424836602;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;154.0;0-1J;0.0;153.0;1998;Frau;0.0;Unfälle und Gewalteinwirkungen
Suizid;362.0;0-1J;0.0;153.0;1998;Frau;0.0;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;303.0;1-14J;2.0;74.0;1998;Frau;0.02702702702702703;Infektiöse Krankheiten
Tuberkulose;12.0;1-14J;0.0;74.0;1998;Frau;0.0;Infektiöse Krankheiten
AIDS;46.0;1-14J;0.0;74.0;1998;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;6653.0;1-14J;8.0;74.0;1998;Frau;0.10810810810810811;Bösartige Tumoren
Magen;266.0;1-14J;0.0;74.0;1998;Frau;0.0;Bösartige Tumoren
Dickdarm;538.0;1-14J;0.0;74.0;1998;Frau;0.0;Bösartige Tumoren
Lunge;661.0;1-14J;0.0;74.0;1998;Frau;0.0;Bösartige Tumoren
Brust;1344.0;1-14J;0.0;74.0;1998;Frau;0.0;Bösartige Tumoren
Gebärmutterhals;101.0;1-14J;0.0;74.0;1998;Frau;0.0;Bösartige Tumoren
Diabetes mellitus;983.0;1-14J;0.0;74.0;1998;Frau;0.0;Diabetes mellitus
Demenz;1676.0;1-14J;0.0;74.0;1998;Frau;0.0;Demenz
Kreislaufsystem;13836.0;1-14J;3.0;74.0;1998;Frau;0.04054054054054054;Kreislaufsystem
Herzkrankheiten  insgesamt;10052.0;1-14J;2.0;74.0;1998;Frau;0.02702702702702703;Kreislaufsystem
Ischämische Herzkrankheiten;5482.0;1-14J;0.0;74.0;1998;Frau;0.0;Kreislaufsystem
Lungenembolie;182.0;1-14J;0.0;74.0;1998;Frau;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2888.0;1-14J;0.0;74.0;1998;Frau;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2164.0;1-14J;2.0;74.0;1998;Frau;0.02702702702702703;Atmungsorgane insgesamt
Grippe;260.0;1-14J;0.0;74.0;1998;Frau;0.0;Atmungsorgane insgesamt
Pneumonie;950.0;1-14J;0.0;74.0;1998;Frau;0.0;Atmungsorgane insgesamt
Chronische Bronchitis;575.0;1-14J;1.0;74.0;1998;Frau;0.013513513513513514;Atmungsorgane insgesamt
Asthma;100.0;1-14J;0.0;74.0;1998;Frau;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;138.0;1-14J;0.0;74.0;1998;Frau;0.0;Alkoholische Leberzirrhose
Harnorgane;317.0;1-14J;0.0;74.0;1998;Frau;0.0;Harnorgane
Kongenitale Missbildungen;124.0;1-14J;11.0;74.0;1998;Frau;0.14864864864864866;Kongenitale Missbildungen
Perinatale Todesursachen;65.0;1-14J;0.0;74.0;1998;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1259.0;1-14J;24.0;74.0;1998;Frau;0.32432432432432434;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;843.0;1-14J;22.0;74.0;1998;Frau;0.2972972972972973;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;154.0;1-14J;9.0;74.0;1998;Frau;0.12162162162162163;Unfälle und Gewalteinwirkungen
Suizid;362.0;1-14J;2.0;74.0;1998;Frau;0.02702702702702703;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;303.0;15-44J;48.0;828.0;1998;Frau;0.057971014492753624;Infektiöse Krankheiten
Tuberkulose;12.0;15-44J;1.0;828.0;1998;Frau;0.0012077294685990338;Infektiöse Krankheiten
AIDS;46.0;15-44J;38.0;828.0;1998;Frau;0.04589371980676329;Infektiöse Krankheiten
Bösartige Tumoren;6653.0;15-44J;261.0;828.0;1998;Frau;0.31521739130434784;Bösartige Tumoren
Magen;266.0;15-44J;8.0;828.0;1998;Frau;0.00966183574879227;Bösartige Tumoren
Dickdarm;538.0;15-44J;13.0;828.0;1998;Frau;0.01570048309178744;Bösartige Tumoren
Lunge;661.0;15-44J;24.0;828.0;1998;Frau;0.028985507246376812;Bösartige Tumoren
Brust;1344.0;15-44J;82.0;828.0;1998;Frau;0.09903381642512077;Bösartige Tumoren
Gebärmutterhals;101.0;15-44J;19.0;828.0;1998;Frau;0.022946859903381644;Bösartige Tumoren
Diabetes mellitus;983.0;15-44J;4.0;828.0;1998;Frau;0.004830917874396135;Diabetes mellitus
Demenz;1676.0;15-44J;0.0;828.0;1998;Frau;0.0;Demenz
Kreislaufsystem;13836.0;15-44J;66.0;828.0;1998;Frau;0.07971014492753623;Kreislaufsystem
Herzkrankheiten  insgesamt;10052.0;15-44J;43.0;828.0;1998;Frau;0.051932367149758456;Kreislaufsystem
Ischämische Herzkrankheiten;5482.0;15-44J;13.0;828.0;1998;Frau;0.01570048309178744;Kreislaufsystem
Lungenembolie;182.0;15-44J;5.0;828.0;1998;Frau;0.006038647342995169;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2888.0;15-44J;16.0;828.0;1998;Frau;0.01932367149758454;Kreislaufsystem
Atmungsorgane insgesamt;2164.0;15-44J;10.0;828.0;1998;Frau;0.012077294685990338;Atmungsorgane insgesamt
Grippe;260.0;15-44J;1.0;828.0;1998;Frau;0.0012077294685990338;Atmungsorgane insgesamt
Pneumonie;950.0;15-44J;4.0;828.0;1998;Frau;0.004830917874396135;Atmungsorgane insgesamt
Chronische Bronchitis;575.0;15-44J;1.0;828.0;1998;Frau;0.0012077294685990338;Atmungsorgane insgesamt
Asthma;100.0;15-44J;2.0;828.0;1998;Frau;0.0024154589371980675;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;138.0;15-44J;14.0;828.0;1998;Frau;0.016908212560386472;Alkoholische Leberzirrhose
Harnorgane;317.0;15-44J;1.0;828.0;1998;Frau;0.0012077294685990338;Harnorgane
Kongenitale Missbildungen;124.0;15-44J;14.0;828.0;1998;Frau;0.016908212560386472;Kongenitale Missbildungen
Perinatale Todesursachen;65.0;15-44J;1.0;828.0;1998;Frau;0.0012077294685990338;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1259.0;15-44J;234.0;828.0;1998;Frau;0.2826086956521739;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;843.0;15-44J;104.0;828.0;1998;Frau;0.12560386473429952;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;154.0;15-44J;68.0;828.0;1998;Frau;0.0821256038647343;Unfälle und Gewalteinwirkungen
Suizid;362.0;15-44J;111.0;828.0;1998;Frau;0.13405797101449277;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;303.0;45-64J;26.0;2815.0;1998;Frau;0.009236234458259326;Infektiöse Krankheiten
Tuberkulose;12.0;45-64J;0.0;2815.0;1998;Frau;0.0;Infektiöse Krankheiten
AIDS;46.0;45-64J;7.0;2815.0;1998;Frau;0.002486678507992895;Infektiöse Krankheiten
Bösartige Tumoren;6653.0;45-64J;1489.0;2815.0;1998;Frau;0.5289520426287744;Bösartige Tumoren
Magen;266.0;45-64J;31.0;2815.0;1998;Frau;0.011012433392539964;Bösartige Tumoren
Dickdarm;538.0;45-64J;72.0;2815.0;1998;Frau;0.02557726465364121;Bösartige Tumoren
Lunge;661.0;45-64J;232.0;2815.0;1998;Frau;0.08241563055062166;Bösartige Tumoren
Brust;1344.0;45-64J;432.0;2815.0;1998;Frau;0.15346358792184725;Bösartige Tumoren
Gebärmutterhals;101.0;45-64J;30.0;2815.0;1998;Frau;0.010657193605683837;Bösartige Tumoren
Diabetes mellitus;983.0;45-64J;49.0;2815.0;1998;Frau;0.017406749555950268;Diabetes mellitus
Demenz;1676.0;45-64J;10.0;2815.0;1998;Frau;0.003552397868561279;Demenz
Kreislaufsystem;13836.0;45-64J;469.0;2815.0;1998;Frau;0.16660746003552399;Kreislaufsystem
Herzkrankheiten  insgesamt;10052.0;45-64J;327.0;2815.0;1998;Frau;0.11616341030195382;Kreislaufsystem
Ischämische Herzkrankheiten;5482.0;45-64J;192.0;2815.0;1998;Frau;0.06820603907637655;Kreislaufsystem
Lungenembolie;182.0;45-64J;17.0;2815.0;1998;Frau;0.006039076376554174;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2888.0;45-64J;102.0;2815.0;1998;Frau;0.036234458259325045;Kreislaufsystem
Atmungsorgane insgesamt;2164.0;45-64J;91.0;2815.0;1998;Frau;0.03232682060390764;Atmungsorgane insgesamt
Grippe;260.0;45-64J;2.0;2815.0;1998;Frau;0.0007104795737122557;Atmungsorgane insgesamt
Pneumonie;950.0;45-64J;21.0;2815.0;1998;Frau;0.007460035523978685;Atmungsorgane insgesamt
Chronische Bronchitis;575.0;45-64J;45.0;2815.0;1998;Frau;0.015985790408525755;Atmungsorgane insgesamt
Asthma;100.0;45-64J;13.0;2815.0;1998;Frau;0.004618117229129663;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;138.0;45-64J;73.0;2815.0;1998;Frau;0.025932504440497335;Alkoholische Leberzirrhose
Harnorgane;317.0;45-64J;13.0;2815.0;1998;Frau;0.004618117229129663;Harnorgane
Kongenitale Missbildungen;124.0;45-64J;23.0;2815.0;1998;Frau;0.008170515097690942;Kongenitale Missbildungen
Perinatale Todesursachen;65.0;45-64J;0.0;2815.0;1998;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1259.0;45-64J;204.0;2815.0;1998;Frau;0.07246891651865009;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;843.0;45-64J;67.0;2815.0;1998;Frau;0.023801065719360567;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;154.0;45-64J;21.0;2815.0;1998;Frau;0.007460035523978685;Unfälle und Gewalteinwirkungen
Suizid;362.0;45-64J;123.0;2815.0;1998;Frau;0.04369449378330373;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;303.0;65-84J;126.0;13091.0;1998;Frau;0.009624933160186387;Infektiöse Krankheiten
Tuberkulose;12.0;65-84J;5.0;13091.0;1998;Frau;0.0003819417920708884;Infektiöse Krankheiten
AIDS;46.0;65-84J;1.0;13091.0;1998;Frau;7.638835841417768e-05;Infektiöse Krankheiten
Bösartige Tumoren;6653.0;65-84J;3514.0;13091.0;1998;Frau;0.2684286914674204;Bösartige Tumoren
Magen;266.0;65-84J;149.0;13091.0;1998;Frau;0.011381865403712475;Bösartige Tumoren
Dickdarm;538.0;65-84J;283.0;13091.0;1998;Frau;0.021617905431212284;Bösartige Tumoren
Lunge;661.0;65-84J;334.0;13091.0;1998;Frau;0.025513711710335344;Bösartige Tumoren
Brust;1344.0;65-84J;618.0;13091.0;1998;Frau;0.047208005499961805;Bösartige Tumoren
Gebärmutterhals;101.0;65-84J;42.0;13091.0;1998;Frau;0.0032083110533954627;Bösartige Tumoren
Diabetes mellitus;983.0;65-84J;498.0;13091.0;1998;Frau;0.03804140249026049;Diabetes mellitus
Demenz;1676.0;65-84J;537.0;13091.0;1998;Frau;0.041020548468413416;Demenz
Kreislaufsystem;13836.0;65-84J;5385.0;13091.0;1998;Frau;0.4113513100603468;Kreislaufsystem
Herzkrankheiten  insgesamt;10052.0;65-84J;3885.0;13091.0;1998;Frau;0.2967687724390803;Kreislaufsystem
Ischämische Herzkrankheiten;5482.0;65-84J;2282.0;13091.0;1998;Frau;0.17431823390115347;Kreislaufsystem
Lungenembolie;182.0;65-84J;87.0;13091.0;1998;Frau;0.006645787182033458;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2888.0;65-84J;1188.0;13091.0;1998;Frau;0.09074936979604309;Kreislaufsystem
Atmungsorgane insgesamt;2164.0;65-84J;817.0;13091.0;1998;Frau;0.062409288824383166;Atmungsorgane insgesamt
Grippe;260.0;65-84J;71.0;13091.0;1998;Frau;0.005423573447406615;Atmungsorgane insgesamt
Pneumonie;950.0;65-84J;271.0;13091.0;1998;Frau;0.02070124513024215;Atmungsorgane insgesamt
Chronische Bronchitis;575.0;65-84J;323.0;13091.0;1998;Frau;0.02467343976777939;Atmungsorgane insgesamt
Asthma;100.0;65-84J;50.0;13091.0;1998;Frau;0.003819417920708884;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;138.0;65-84J;45.0;13091.0;1998;Frau;0.0034374761286379957;Alkoholische Leberzirrhose
Harnorgane;317.0;65-84J;175.0;13091.0;1998;Frau;0.013367962722481095;Harnorgane
Kongenitale Missbildungen;124.0;65-84J;20.0;13091.0;1998;Frau;0.0015277671682835535;Kongenitale Missbildungen
Perinatale Todesursachen;65.0;65-84J;0.0;13091.0;1998;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1259.0;65-84J;385.0;13091.0;1998;Frau;0.029409517989458407;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;843.0;65-84J;277.0;13091.0;1998;Frau;0.021159575280727216;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;154.0;65-84J;42.0;13091.0;1998;Frau;0.0032083110533954627;Unfälle und Gewalteinwirkungen
Suizid;362.0;65-84J;94.0;13091.0;1998;Frau;0.007180505690932702;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;303.0;85+;100.0;14590.0;1998;Frau;0.006854009595613434;Infektiöse Krankheiten
Tuberkulose;12.0;85+;6.0;14590.0;1998;Frau;0.00041124057573680605;Infektiöse Krankheiten
AIDS;46.0;85+;0.0;14590.0;1998;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;6653.0;85+;1380.0;14590.0;1998;Frau;0.09458533241946539;Bösartige Tumoren
Magen;266.0;85+;78.0;14590.0;1998;Frau;0.005346127484578478;Bösartige Tumoren
Dickdarm;538.0;85+;170.0;14590.0;1998;Frau;0.011651816312542838;Bösartige Tumoren
Lunge;661.0;85+;71.0;14590.0;1998;Frau;0.004866346812885538;Bösartige Tumoren
Brust;1344.0;85+;212.0;14590.0;1998;Frau;0.014530500342700479;Bösartige Tumoren
Gebärmutterhals;101.0;85+;10.0;14590.0;1998;Frau;0.0006854009595613434;Bösartige Tumoren
Diabetes mellitus;983.0;85+;432.0;14590.0;1998;Frau;0.029609321453050036;Diabetes mellitus
Demenz;1676.0;85+;1129.0;14590.0;1998;Frau;0.07738176833447567;Demenz
Kreislaufsystem;13836.0;85+;7911.0;14590.0;1998;Frau;0.5422206991089787;Kreislaufsystem
Herzkrankheiten  insgesamt;10052.0;85+;5793.0;14590.0;1998;Frau;0.3970527758738862;Kreislaufsystem
Ischämische Herzkrankheiten;5482.0;85+;2995.0;14590.0;1998;Frau;0.20527758738862234;Kreislaufsystem
Lungenembolie;182.0;85+;73.0;14590.0;1998;Frau;0.005003427004797807;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2888.0;85+;1582.0;14590.0;1998;Frau;0.10843043180260452;Kreislaufsystem
Atmungsorgane insgesamt;2164.0;85+;1243.0;14590.0;1998;Frau;0.08519533927347499;Atmungsorgane insgesamt
Grippe;260.0;85+;186.0;14590.0;1998;Frau;0.012748457847840986;Atmungsorgane insgesamt
Pneumonie;950.0;85+;653.0;14590.0;1998;Frau;0.04475668265935572;Atmungsorgane insgesamt
Chronische Bronchitis;575.0;85+;205.0;14590.0;1998;Frau;0.01405071967100754;Atmungsorgane insgesamt
Asthma;100.0;85+;35.0;14590.0;1998;Frau;0.002398903358464702;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;138.0;85+;6.0;14590.0;1998;Frau;0.00041124057573680605;Alkoholische Leberzirrhose
Harnorgane;317.0;85+;128.0;14590.0;1998;Frau;0.008773132282385195;Harnorgane
Kongenitale Missbildungen;124.0;85+;4.0;14590.0;1998;Frau;0.00027416038382453733;Kongenitale Missbildungen
Perinatale Todesursachen;65.0;85+;0.0;14590.0;1998;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1259.0;85+;408.0;14590.0;1998;Frau;0.02796435915010281;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;843.0;85+;371.0;14590.0;1998;Frau;0.025428375599725838;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;154.0;85+;14.0;14590.0;1998;Frau;0.0009595613433858808;Unfälle und Gewalteinwirkungen
Suizid;362.0;85+;32.0;14590.0;1998;Frau;0.0021932830705962986;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;335.0;0-1J;3;146.0;1999;Frau;0.02054794520547945;Infektiöse Krankheiten
Tuberkulose;8.0;0-1J;0;146.0;1999;Frau;0.0;Infektiöse Krankheiten
AIDS;47.0;0-1J;0;146.0;1999;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;6640.0;0-1J;1;146.0;1999;Frau;0.00684931506849315;Bösartige Tumoren
Magen;272.0;0-1J;0;146.0;1999;Frau;0.0;Bösartige Tumoren
Dickdarm;537.0;0-1J;0;146.0;1999;Frau;0.0;Bösartige Tumoren
Lunge;722.0;0-1J;0;146.0;1999;Frau;0.0;Bösartige Tumoren
Brust;1258.0;0-1J;0;146.0;1999;Frau;0.0;Bösartige Tumoren
Gebärmutterhals;87.0;0-1J;0;146.0;1999;Frau;0.0;Bösartige Tumoren
Diabetes mellitus;967.0;0-1J;0;146.0;1999;Frau;0.0;Diabetes mellitus
Demenz;1780.0;0-1J;0;146.0;1999;Frau;0.0;Demenz
Kreislaufsystem;14181.0;0-1J;2;146.0;1999;Frau;0.0136986301369863;Kreislaufsystem
Herzkrankheiten  insgesamt;10311.0;0-1J;2;146.0;1999;Frau;0.0136986301369863;Kreislaufsystem
Ischämische Herzkrankheiten;5474.0;0-1J;0;146.0;1999;Frau;0.0;Kreislaufsystem
Lungenembolie;248.0;0-1J;0;146.0;1999;Frau;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2935.0;0-1J;0;146.0;1999;Frau;0.0;Kreislaufsystem
